,val_loss,val_masked_accuracy,loss,masked_accuracy,lr
0,0.4759880304336548,0.8393770744060648,0.8533534510604248,0.6736925057664546,9.999999747378752e-05
1,0.3674058575054695,0.8739503724821682,0.4806278506314008,0.8287971668572972,9.999999747378752e-05
2,0.3135829855655802,0.8938826877495338,0.3800534880830711,0.864820792144627,9.999999747378752e-05
3,0.29052782572548963,0.9004496397643253,0.3284023859202218,0.8793034068194115,9.999999747378752e-05
4,0.2749863451924817,0.9048083732868063,0.294666752766327,0.8932175041532413,9.999999747378752e-05
5,0.2595008426699145,0.9093176784186527,0.2742775263461902,0.9021767061163488,9.999999747378752e-05
6,0.2488233190158318,0.9126433113525654,0.25302748040941825,0.9089981855635509,9.999999747378752e-05
7,0.2428567203982123,0.9176709980800234,0.23400298011998122,0.9194260037486033,9.999999747378752e-05
8,0.23241670172790002,0.9201867888713705,0.2241572466061388,0.9231366121228262,9.999999747378752e-05
9,0.2195807510408862,0.9256309394178719,0.2154166296156642,0.926465692453199,9.999999747378752e-05
10,0.21423766941859804,0.9242591960676785,0.19997339932243974,0.9319870587816507,9.999999747378752e-05
11,0.20801056664565515,0.9302004390749438,0.19080826253921887,0.9358346405606033,9.999999747378752e-05
12,0.2083000962076516,0.9295122561783626,0.18347568426997307,0.9376739495258867,9.999999747378752e-05
13,0.19465271923048744,0.9331983225098972,0.17285898005988118,0.9431623062098773,9.999999747378752e-05
14,0.19240467353113766,0.9342632602001059,0.16637274404066427,0.9435013764362871,9.999999747378752e-05
15,0.18290629880181675,0.9373675995859606,0.1592253447866337,0.9489763639143167,9.999999747378752e-05
16,0.1743187544674709,0.9383684890023594,0.15189323176833003,0.94945571141933,9.999999747378752e-05
17,0.17856494619928556,0.9367817085364769,0.14868986624299063,0.9507144648364502,9.999999747378752e-05
18,0.16618688353176775,0.9448100698405298,0.14024600833976242,0.9541859975643858,9.999999747378752e-05
19,0.16695063843809324,0.9468173261346489,0.13538363406969714,0.9568702704705636,9.999999747378752e-05
20,0.1646509026658946,0.9453451880093279,0.13120180345894708,0.9580494061144588,9.999999747378752e-05
21,0.1587759210117932,0.9471971742038069,0.12704931170585088,0.9590573464047574,9.999999747378752e-05
22,0.1538774247827201,0.9507508688959582,0.12414873605413004,0.9594315255692402,9.999999747378752e-05
23,0.15114858489612054,0.9502642504100142,0.1182112023395287,0.9620393116839762,9.999999747378752e-05
24,0.14760570022566566,0.9509034300672596,0.11786760735782124,0.9603242485363591,9.999999747378752e-05
25,0.1445954087479361,0.9536699056625366,0.11356857586370431,0.9643639369865731,9.999999747378752e-05
26,0.14036126948636155,0.9547757465263893,0.10661687227227518,0.9651606257996858,9.999999747378752e-05
27,0.1400603431052175,0.9544107811204319,0.10481988073811417,0.9668041994195777,9.999999747378752e-05
28,0.13854427019069934,0.957485712807754,0.1026149233783038,0.9668292056922007,9.999999747378752e-05
29,0.13423615848195963,0.9563754550341902,0.0993252370031812,0.9686119065943856,9.999999747378752e-05
30,0.13203368669953838,0.9573182956925754,0.09600283796084365,0.9692655400117581,9.999999747378752e-05
31,0.13072589193952494,0.9596171317429378,0.09432233131408177,0.9709353839604438,9.999999747378752e-05
32,0.12812451761344384,0.9597361786612149,0.08958420379501697,0.972305417575795,9.999999747378752e-05
33,0.12501120875621663,0.9591751756339237,0.08899324858806561,0.9711853245164612,9.999999747378752e-05
34,0.12783296046585874,0.9597692304644091,0.08604140859700692,0.9727643533865268,9.999999747378752e-05
35,0.12601104892533402,0.9597531927042994,0.08205038363809977,0.9753996092608886,9.999999747378752e-05
36,0.12405649701069141,0.9626268497828779,0.08087477206250504,0.97517134908981,9.999999747378752e-05
37,0.1258835355783331,0.9588853942936865,0.08284880320660239,0.9735465876227064,9.999999747378752e-05
38,0.125372933416531,0.9625439130026718,0.07671741973890342,0.9779847717439639,9.999999747378752e-05
39,0.12382608857648127,0.9602443144239229,0.07460170985877385,0.9772319326390458,9.999999747378752e-05
40,0.12011329983842783,0.9636814121542305,0.07616096309368091,0.9754942892437105,9.999999747378752e-05
41,0.1214867090356761,0.960861847318452,0.07624153358375022,0.974086421097329,9.999999747378752e-05
42,0.12080866817770333,0.9628818014572407,0.0808047421485765,0.9774399488585042,9.999999747378752e-05
43,0.12405256310413623,0.9606401632572042,0.07267355803022117,0.978114580361426,9.999999747378752e-05
44,0.12005002385583417,0.9625448358469996,0.07303369745258122,0.9793612815391425,9.999999747378752e-05
45,0.11854150223320928,0.9632401486922955,0.06947163192325997,0.9790398433450489,9.999999747378752e-05
46,0.11877549259827055,0.9636132388279356,0.0676380852096539,0.9784646582654949,9.999999747378752e-05
47,0.11472406726458977,0.9652993370746744,0.06778165475982312,0.9775307723049469,9.999999747378752e-05
48,0.11389215136396474,0.9637205826825109,0.06651503172729237,0.9802793181998168,9.999999747378752e-05
49,0.11348707819807119,0.9639710290678616,0.06450359981917408,0.9799467683095912,9.999999747378752e-05
50,0.11343093524719107,0.9652728109524168,0.06232390943793962,0.9803521134940903,9.999999747378752e-05
51,0.11045004273283071,0.963841150546896,0.06197587432858753,0.9821368307840747,9.999999747378752e-05
52,0.11861478460246119,0.9654870382670698,0.0606600553054789,0.982763444888154,9.999999747378752e-05
53,0.11268002976631296,0.9634068896030558,0.06345259501210557,0.9798773802639856,9.999999747378752e-05
54,0.11357105703189455,0.9672739567427799,0.05419180320966063,0.984873632117945,9.999999747378752e-05
55,0.10952717014427843,0.9647146812800703,0.05572385637021219,0.9829764085506002,9.999999747378752e-05
56,0.1114328508747035,0.9671731920077883,0.054413855606871085,0.9857239866102231,9.999999747378752e-05
57,0.11290791322445047,0.9659443826510988,0.055855688504214934,0.9841034601625562,9.999999747378752e-05
58,0.11239586513617943,0.9655474116062296,0.0561282979827334,0.9827340220787097,9.999999747378752e-05
59,0.11062433955998256,0.9679029296184408,0.05395730526928768,0.9846710164912577,9.999999747378752e-05
60,0.10884991699251635,0.9651203607690746,0.051317177045100706,0.9854256850596895,9.999999747378752e-05
61,0.10876670171474588,0.968950263385115,0.05002963754547595,0.9863763257185275,9.999999747378752e-05
62,0.10414184681300459,0.9668438105747618,0.04984670193548079,0.9863713605100084,9.999999747378752e-05
63,0.10810442371615048,0.9686788032794821,0.05054584708764795,0.9856215425752924,9.999999747378752e-05
64,0.10821200444780547,0.9669633384408622,0.04887941540832396,0.9865397035946857,9.999999747378752e-05
65,0.10577358202687626,0.9680174938563643,0.04821223826761122,0.9863374338809151,9.999999747378752e-05
66,0.10681756714294696,0.965597664487773,0.04498750302884285,0.9876459834385124,9.999999747378752e-05
67,0.10780596270643432,0.9665808225500172,0.044621368705196465,0.9888768996842222,9.999999747378752e-05
68,0.10880271371068626,0.9675169134962147,0.04596029573621039,0.9865331027986679,9.999999747378752e-05
69,0.10650475271816912,0.9666195758457842,0.04553659800963062,0.9870465321880695,9.999999747378752e-05
70,0.10808992899697402,0.9671368455064708,0.04267972419702209,0.9884570342675656,9.999999747378752e-05
71,0.10657412635868993,0.966880621581242,0.04199405747504008,0.9886657376783713,9.999999747378752e-05
72,0.11116265942310465,0.9680906164235082,0.041711798432578794,0.9884610031902404,9.999999747378752e-05
73,0.10677700566834417,0.9651755217848152,0.04357056661667886,0.9880911782544839,9.999999747378752e-05
74,0.11112424217421434,0.9656456318394891,0.042884409870171905,0.9872871373436106,9.999999747378752e-05
75,0.10914896839651568,0.9643421666375522,0.03966336551707713,0.989518146664226,9.999999747378752e-05
76,0.11062140197589479,0.9689927820501656,0.0398990748928896,0.9893868946617159,9.999999747378752e-05
77,0.10704094222907362,0.9662786249456734,0.039526789334500066,0.9889490650745499,9.999999747378752e-05
78,0.10703868393240304,0.9691641967872093,0.03893467338582738,0.9901626558077258,9.999999747378752e-05
79,0.10408047715137744,0.9669849934249088,0.03677834183396068,0.990711922779454,9.999999747378752e-05
80,0.1045113688912885,0.9695230023614292,0.03696827541385047,0.9906627839636339,9.999999747378752e-05
81,0.10371191594107397,0.968505859375,0.03490666033736316,0.99119965162442,9.999999747378752e-05
82,0.10533876768473921,0.9698252739577458,0.03351969011208408,0.9920787307922577,9.999999747378752e-05
83,0.10592741031071236,0.9668562494475266,0.03461854715004853,0.9906984682217015,9.999999747378752e-05
84,0.10667008880911202,0.9664333442161823,0.03656058779416795,0.9897750888993364,9.999999747378752e-05
85,0.1053251660075681,0.9690167903900146,0.03660921502222768,0.9902026023772056,9.999999747378752e-05
86,0.10556298802638876,0.968803833270895,0.03547923690910988,0.9911858201284388,9.999999747378752e-05
87,0.10414575502790253,0.9689280144099531,0.03203843537211161,0.9916469891179458,9.999999747378752e-05
88,0.10659978975509775,0.9669134534638504,0.032866723111329786,0.9917064132752222,9.999999747378752e-05
89,0.10535249473719761,0.9675639867782593,0.034035496510259534,0.9911539962688224,9.999999747378752e-05
90,0.11102908849716187,0.968598957719474,0.03657927166179756,0.9907019079117744,9.999999747378752e-05
91,0.12667905719115816,0.9603579558175186,0.03660811419492149,0.9894929535960533,9.999999747378752e-05
92,0.11878451036995855,0.9659175173989658,0.0359008683145175,0.9896145644507192,9.999999747378752e-05
93,0.10641059022525261,0.9680430457509798,0.031650824629204835,0.9921115387078238,9.999999747378752e-05
94,0.11071418225765228,0.9696717180054764,0.029386859210147713,0.9927020027879505,9.999999747378752e-05
95,0.10456390370582712,0.9681076078579344,0.030644350815926463,0.9922418159233571,9.999999747378752e-05
96,0.10622506511622462,0.968907498080155,0.028042793398638525,0.9930247612957306,9.999999747378752e-05
97,0.10470815670901332,0.9703091259660392,0.029841932707484288,0.9925382453988489,9.999999747378752e-05
